,average,changeOverTime,close,date,high,label,low,marketAverage,marketChangeOverTime,marketClose,marketHigh,marketLow,marketNotional,marketNumberOfTrades,marketOpen,marketVolume,notional,numberOfTrades,open,volume
2019-04-12 09:30:00,360.057,0.0,360.1,20190412,360.48,09:30 AM,359.81,360.101,0.0,360.15,360.72,359.66,81039977.5646,884,360.69,225048,1668503.775,60,360.245,4634
2019-04-12 09:31:00,359.394,-0.001841375115606726,358.45,20190412,360.14,09:31 AM,358.43,359.262,-0.0023299018886367953,358.95,360.22,358.166,50649811.5062,698,360.035,140983,588686.565,16,360.04,1638
2019-04-12 09:32:00,359.551,-0.0014053330444902575,360.27,20190412,360.75,09:32 AM,358.785,359.553,-0.0015217952741036593,360.501,360.976,358.715,25575705.7673,419,358.9,71132,1204855.235,34,359.0,3351
2019-04-12 09:33:00,360.997,0.002610697750633921,361.205,20190412,361.46,09:33 AM,360.5,360.992,0.0024743058197561783,360.92,361.75,360.32,34924141.0811,551,360.5,96745,619832.225,21,360.5,1717
2019-04-12 09:34:00,359.962,-0.0002638471130960578,359.57,20190412,361.14,09:34 AM,359.44,360.283,0.0005054137589176824,359.195,361.28,359.15,31743412.9916,499,360.95,88107,382639.13,17,361.1,1063
2019-04-12 09:35:00,358.903,-0.003205048089608024,358.17,20190412,359.45,09:35 AM,358.17,358.811,-0.003582328291229462,358.185,359.58,358.0,32852392.4379,491,359.38,91559,247284.325,15,359.45,689
2019-04-12 09:36:00,357.377,-0.007443265927339301,356.79,20190412,358.13,09:36 AM,356.7,357.229,-0.007975540195667366,356.46,358.169,356.3,66699600.4135,1059,358.12,186714,1943056.64,66,358.03,5437
2019-04-12 09:37:00,356.632,-0.00951238276161833,356.09,20190412,357.4,09:37 AM,356.09,356.677,-0.009508443464472407,355.985,357.579,355.951,58311697.6436,972,356.56,163486,1471820.92,44,356.46,4127
2019-04-12 09:38:00,356.418,-0.010106733100592433,356.105,20190412,357.06,09:38 AM,356.08,356.457,-0.010119383173054242,356.105,357.26,355.88,36267358.8329,644,356.2,101744,3778036.1,64,356.185,10600
2019-04-12 09:39:00,355.847,-0.011692593117200988,355.15,20190412,356.2,09:39 AM,354.99,355.492,-0.012799186894787797,355.096,356.2,354.79,49455711.6577,804,356.102,139119,1715894.55,55,356.115,4822
2019-04-12 09:40:00,355.171,-0.01357007362723131,355.07,20190412,355.68,09:40 AM,354.86,355.161,-0.013718373456335855,355.3,355.768,354.66,56470231.8543,828,355.2,158999,2010271.15,65,355.33,5660
2019-04-12 09:41:00,354.88,-0.014378278994714782,355.11,20190412,355.28,09:41 AM,354.46,354.967,-0.014257111199357998,355.3,355.422,354.39,40387116.9252,720,355.29,113777,606136.0,22,355.11,1708
2019-04-12 09:42:00,354.553,-0.015286468531371474,353.66,20190412,355.17,09:42 AM,353.66,354.366,-0.015926087403256347,353.589,355.3,353.5,36813305.9937,601,355.196,103885,714779.63,31,355.17,2016
2019-04-12 09:43:00,353.594,-0.017949935704624605,353.64,20190412,353.87,09:43 AM,353.475,353.641,-0.017939411442900684,353.48,353.96,353.35,34715143.212,618,353.502,98165,852162.15,22,353.635,2410
2019-04-12 09:44:00,352.951,-0.019735764059579438,352.99,20190412,353.51,09:44 AM,352.18,352.821,-0.020216550356705405,353.08,353.53,352.16,35056627.9491,510,353.45,99361,972027.305,46,353.46,2754
2019-04-12 09:45:00,353.317,-0.018719258339651802,353.76,20190412,353.88,09:45 AM,352.935,353.384,-0.018653100102471207,353.93,354.08,352.8,40269483.8921,530,353.11,113954,691794.57,16,353.065,1958
2019-04-12 09:46:00,353.934,-0.01700564077354416,353.245,20190412,354.27,09:46 AM,353.245,353.772,-0.01757562461642708,353.2,354.36,353.2,25697300.543,458,353.84,72638,820774.075,24,353.85,2319
2019-04-12 09:47:00,353.103,-0.019313608678625905,353.11,20190412,353.11,09:47 AM,352.965,353.063,-0.019544516677265575,353.08,353.49,352.89,24149176.6267,405,353.26,68399,71679.895,3,352.965,203
2019-04-12 09:48:00,351.244,-0.02447668008120933,350.39,20190412,352.88,09:48 AM,350.315,351.671,-0.023410098833382874,350.49,353.12,350.04,67636796.8382,995,353.04,192330,931850.605,40,352.88,2653
2019-04-12 09:49:00,350.387,-0.026856858775138423,350.85,20190412,350.85,09:49 AM,349.72,350.338,-0.027111838067653177,350.824,351.093,349.36,73505829.8913,1093,350.485,209814,1037846.215,29,350.475,2962
2019-04-12 09:50:00,350.214,-0.027337338254776376,350.11,20190412,350.51,09:50 AM,350.11,350.34,-0.027106284070302567,350.11,350.93,350.0,27702763.3509,463,350.72,79074,348462.75,10,350.51,995
2019-04-12 09:51:00,350.793,-0.02572925953390716,350.93,20190412,351.21,09:51 AM,350.42,350.798,-0.025834418676982284,350.9,351.49,350.05,37692909.5034,685,350.12,107449,470413.405,14,350.42,1341
2019-04-12 09:52:00,351.766,-0.02302690962819775,351.82,20190412,352.005,09:52 AM,350.88,351.745,-0.02320460093140534,352.08,352.23,350.88,45116166.1972,773,350.99,128264,939216.05,23,351.19,2670
2019-04-12 09:53:00,352.464,-0.021088327681450487,352.84,20190412,352.84,09:53 AM,352.15,352.471,-0.02118849989308554,352.77,352.94,351.975,37638662.8105,617,351.975,106785,413792.35,14,352.15,1174
2019-04-12 09:54:00,353.273,-0.01884146121308568,354.0,20190412,354.13,09:54 AM,352.74,353.453,-0.018461487193870675,354.18,354.19,352.71,48129353.4018,650,352.88,136169,871524.49,19,352.94,2467
2019-04-12 09:55:00,354.291,-0.016014131095909868,354.95,20190412,354.95,09:55 AM,354.07,354.395,-0.01584555444167058,355.19,355.2,354.0,48673382.8325,786,354.19,137342,993076.3,23,354.19,2803
2019-04-12 09:56:00,354.982,-0.014094990515390586,354.575,20190412,355.28,09:56 AM,354.48,354.997,-0.014173801239096766,354.575,355.33,354.36,52232872.4168,843,355.051,147136,1935715.57,31,355.03,5453
2019-04-12 09:57:00,354.634,-0.015061504150731694,354.55,20190412,354.935,09:57 AM,354.27,354.602,-0.015270715715868669,354.635,355.06,354.165,32296122.7014,502,354.67,91077,505352.75,13,354.67,1425
