date,open,high,low,close,volume
2016-01-04,117.25,117.73,115.87,117.58,9995004
2016-01-05,117.41,119.23,117.29,119.2,6314015
2016-01-06,118.0,119.27,117.81,118.4,6543760
2016-01-07,117.44,117.97,115.59,115.66,7477876
2016-01-08,115.75,117.47,115.26,115.48,6103431
2016-01-11,115.65,117.06,115.58,116.69,6392820
2016-01-12,117.03,117.74,116.17,117.44,5639728
2016-01-13,117.69,117.87,115.08,115.12,6985962
2016-01-14,115.59,117.13,113.0,116.62,9204523
2016-01-15,114.26,116.45,114.21,115.18,10201938
2016-01-19,116.63,117.71,115.96,117.5,9195272
2016-01-20,116.97,118.0,114.38,115.78,11905195
2016-01-21,116.51,118.44,115.79,117.84,9839121
2016-01-22,118.44,118.75,117.37,118.4,9016579
2016-01-25,121.85,121.9,118.2,119.2,15141460
2016-01-26,119.6,121.3,119.0,120.43,8326085
2016-01-27,120.88,121.62,119.83,120.87,7408976
2016-01-28,121.1,122.6,120.2,122.38,7460478
2016-01-29,122.77,124.35,122.75,123.78,10549947
2016-02-01,123.08,124.83,123.02,124.61,6189906
2016-02-02,124.05,124.34,123.1,123.95,7652982
2016-02-03,124.36,124.58,120.84,121.47,9326962
2016-02-04,121.04,121.24,118.72,120.66,7595031
2016-02-05,120.65,120.65,114.96,115.4,13261695
2016-02-08,114.05,116.36,112.71,116.05,11311503
2016-02-09,115.54,117.8,115.35,117.01,7525722
2016-02-10,118.02,118.53,117.26,117.54,5726298
2016-02-11,115.74,117.5,115.69,116.73,7568647
2016-02-12,116.72,118.33,116.1,117.93,8552812
2016-02-16,118.42,119.18,117.6,119.18,10835814
2016-02-17,119.18,119.4,116.72,118.64,12728952
2016-02-18,118.81,119.46,116.93,117.17,9707053
2016-02-19,117.0,117.35,115.81,116.53,10793653
2016-02-22,117.33,118.16,116.87,117.67,6223270
2016-02-23,117.35,118.15,116.85,116.9,5276672
2016-02-24,116.32,117.33,115.8,117.06,5349845
2016-02-25,117.43,118.5,117.16,118.37,6033959
2016-02-26,117.98,118.27,116.17,117.06,5193676
2016-02-29,116.8,118.36,116.71,117.19,6467747
2016-03-01,117.91,119.19,117.77,118.85,4731479
2016-03-02,118.56,118.73,117.66,118.48,4267748
2016-03-03,117.48,117.48,115.32,116.69,9131980
2016-03-04,116.72,117.45,115.9,117.18,5857404
2016-03-07,117.03,117.57,116.12,117.15,5640744
2016-03-08,116.21,119.08,116.21,118.42,6236181
2016-03-09,119.24,120.2,118.46,119.64,6428198
2016-03-10,119.91,120.86,118.66,119.98,6171581
2016-03-11,120.49,122.01,120.36,121.55,7042293
2016-03-14,121.81,123.49,121.45,122.9,7912091
2016-03-15,122.3,123.76,122.21,123.43,5061379
2016-03-16,123.33,124.06,122.67,123.52,6716710
2016-03-17,123.27,123.85,123.11,123.16,6108726
2016-03-18,123.43,124.12,122.75,124.08,14783806
2016-03-21,123.66,124.5,123.05,123.81,4050102
2016-03-22,123.79,124.39,123.56,123.82,3494464
2016-03-23,124.1,125.0,123.86,124.19,4143636
2016-03-24,123.69,124.0,122.66,123.29,5797096
2016-03-28,124.0,124.2,123.12,123.17,4784378
2016-03-29,123.43,124.57,123.34,123.97,7188190
2016-03-30,124.9,126.1,124.6,125.83,4853663
2016-03-31,126.15,126.96,125.61,125.68,7685896
2016-04-01,125.19,127.39,124.87,127.02,5212405
2016-04-04,127.05,127.87,126.88,127.57,4239620
2016-04-05,126.84,127.78,126.39,127.38,6282243
2016-04-06,127.47,127.69,126.84,127.52,5619947
2016-04-07,127.37,128.52,127.02,128.14,4720775
2016-04-08,128.28,128.74,127.28,127.96,3625607
2016-04-11,128.35,128.69,127.45,127.56,6973708
2016-04-12,128.08,128.28,126.89,127.61,5211376
2016-04-13,127.71,127.92,126.08,126.89,4985207
2016-04-14,127.14,128.09,127.04,127.51,4834785
2016-04-15,127.08,128.04,126.96,127.78,3103785
2016-04-18,127.95,128.91,127.68,128.85,4525553
2016-04-19,128.91,129.35,128.12,128.86,4606325
2016-04-20,129.31,129.8,128.51,128.55,5006666
2016-04-21,128.55,128.75,125.6,125.79,7947587
2016-04-22,128.17,128.4,125.36,125.5,9311250
2016-04-25,125.07,127.53,125.01,127.46,6979925
2016-04-26,127.42,128.34,127.03,127.71,4082343
2016-04-27,127.94,128.56,127.78,128.3,4436223
2016-04-28,127.86,128.85,127.44,127.92,3385801
2016-04-29,127.93,127.93,126.1,126.49,6276920
2016-05-02,126.65,128.22,126.5,128.2,4830848
2016-05-03,127.4,128.99,127.38,128.4,4048446
2016-05-04,127.57,130.43,127.57,129.33,6613656
2016-05-05,129.31,129.98,129.0,129.28,4520014
2016-05-06,129.38,130.58,128.59,130.58,4418401
2016-05-09,130.65,131.5,130.35,130.83,5006830
2016-05-10,130.85,131.96,130.85,131.6,4082597
2016-05-11,131.24,131.62,129.14,129.14,6890220
2016-05-12,129.74,130.54,129.16,130.12,4287051
2016-05-13,129.74,130.16,128.71,128.83,6568694
2016-05-16,128.51,129.73,128.05,129.64,4343605
2016-05-17,129.6,129.97,127.3,127.69,5826181
2016-05-18,127.05,127.47,125.73,126.21,7303212
2016-05-19,125.48,125.6,124.68,125.29,6255136
2016-05-20,124.74,125.0,122.14,122.56,9735863
2016-05-23,122.76,123.73,122.47,122.81,7081628
2016-05-24,123.39,124.77,123.01,123.95,4494691
2016-05-25,123.75,123.99,123.03,123.26,5307678
2016-05-26,123.38,123.98,123.23,123.79,3716320
2016-05-27,124.27,124.68,123.11,123.25,3222830
2016-05-31,123.3,123.41,121.62,122.06,7995178
2016-06-01,121.6,122.73,121.5,121.97,5057195
2016-06-02,120.7,121.51,120.55,121.17,4740240
2016-06-03,121.09,121.67,120.34,121.35,4643011
2016-06-06,121.79,122.17,121.2,122.0,4901956
2016-06-07,122.34,123.38,121.9,121.9,4562104
2016-06-08,121.98,122.49,120.89,122.11,3925901
2016-06-09,122.07,123.09,122.07,122.79,4583522
2016-06-10,121.8,122.66,121.61,122.36,4347385
2016-06-13,121.95,123.97,121.85,122.99,5436736
2016-06-14,122.54,123.19,121.93,122.51,6351355
2016-06-15,123.15,123.32,122.13,122.25,4168099
2016-06-16,121.84,122.63,120.95,122.47,3931956
2016-06-17,122.23,122.71,121.42,122.27,8331396
2016-06-20,123.32,124.08,123.27,123.42,5951035
2016-06-21,123.92,124.0,122.31,122.63,4749755
2016-06-22,121.31,121.45,120.05,120.62,6578905
2016-06-23,121.48,121.75,120.64,121.21,3832757
2016-06-24,118.76,121.11,118.29,119.44,6985935
2016-06-27,118.16,118.16,116.08,116.3,14159800
2016-06-28,117.2,118.64,116.83,118.5,6172978
2016-06-29,119.16,119.96,119.0,119.49,5020404
2016-06-30,119.68,120.45,119.3,120.34,4808068
2016-07-01,119.72,120.86,119.66,120.4,3798100
2016-07-05,120.12,120.8,120.1,120.76,5191103
2016-07-06,119.29,120.96,119.0,120.63,5102758
2016-07-07,120.89,121.24,120.41,120.92,3621346
2016-07-08,121.22,121.69,121.08,121.31,3809635
2016-07-11,121.69,122.12,121.46,122.0,4266347
2016-07-12,122.0,122.59,121.96,122.25,3742030
2016-07-13,122.36,123.02,122.16,122.82,3464177
2016-07-14,123.7,124.21,123.01,123.93,6011933
2016-07-15,124.42,124.44,123.39,123.61,3688425
2016-07-18,124.0,124.0,123.39,123.8,5254727
2016-07-19,124.08,126.6,123.75,126.5,6277670
2016-07-20,126.84,126.87,125.56,126.06,3353313
2016-07-21,126.42,127.23,125.93,127.18,3596912
2016-07-22,127.29,128.6,127.29,128.26,4304163
2016-07-25,127.95,127.95,126.86,127.4,6210059
2016-07-26,123.5,124.35,120.97,121.71,14563682
2016-07-27,121.69,121.79,119.24,119.48,9939199
2016-07-28,119.59,120.18,118.36,119.42,6239355
2016-07-29,119.14,119.66,117.43,117.65,7460860
2016-08-01,117.88,118.39,117.74,118.01,4208757
2016-08-02,118.18,118.71,117.11,117.7,4504168
2016-08-03,117.77,118.02,117.14,117.52,4120014
2016-08-04,117.85,118.55,117.58,118.3,4313219
2016-08-05,118.78,119.45,118.6,119.21,3883771
2016-08-08,119.17,119.37,118.19,118.29,3589327
2016-08-09,117.98,119.13,117.6,118.31,3491668
2016-08-10,118.0,118.94,117.65,118.8,2941743
2016-08-11,118.87,119.75,118.85,119.38,3490215
2016-08-12,119.57,120.02,119.28,119.52,3015659
2016-08-15,119.02,119.25,118.52,118.52,3391619
2016-08-16,118.31,118.53,117.92,117.94,3333942
2016-08-17,117.98,117.98,116.52,117.1,5184865
2016-08-18,117.24,117.36,116.8,117.13,3710532
2016-08-19,116.8,116.8,115.0,115.01,7065676
2016-08-22,115.0,115.73,114.65,115.42,4484694
2016-08-23,115.91,116.12,115.05,115.19,4305419
2016-08-24,115.15,115.4,114.73,114.87,4135442
2016-08-25,115.1,115.78,114.88,115.43,6694088
2016-08-26,115.63,115.72,113.96,114.44,5294499
2016-08-29,114.6,115.65,114.5,115.41,4982952
2016-08-30,115.41,115.87,114.6,115.36,5085332
2016-08-31,115.51,116.0,115.2,115.66,5394668
2016-09-01,115.51,115.81,114.86,115.4,3966619
2016-09-02,115.93,116.11,115.69,115.83,3410123
2016-09-06,117.09,119.24,116.91,117.25,6337938
2016-09-07,117.27,117.49,116.44,116.92,2647685
2016-09-08,116.82,117.11,116.04,116.17,3085582
2016-09-09,115.6,115.76,114.58,114.58,4961070
2016-09-12,114.47,116.18,114.13,115.95,5014014
2016-09-13,115.61,115.61,114.48,114.73,4162162
2016-09-14,115.0,115.66,114.82,115.18,4530713
2016-09-15,114.88,116.24,114.77,116.14,3674687
2016-09-16,115.68,116.26,114.83,115.28,9500452
2016-09-19,115.83,116.41,114.96,115.21,3741507
2016-09-20,115.72,116.63,115.5,116.45,3841800
2016-09-21,116.49,117.05,115.96,116.93,4528903
2016-09-22,117.46,117.95,117.28,117.36,3808802
2016-09-23,116.49,117.52,116.35,117.17,2775956
2016-09-26,116.8,116.94,116.28,116.53,3022356
2016-09-27,116.95,117.2,116.37,116.88,3745396
2016-09-28,116.38,116.53,114.46,115.18,5638874
2016-09-29,115.2,115.97,114.73,114.79,4924448
2016-09-30,114.69,115.71,114.69,115.36,4188694
2016-10-03,115.01,115.15,114.41,114.64,3085770
2016-10-04,114.99,115.51,113.42,113.5,4742913
2016-10-05,113.91,114.83,113.38,113.41,3720334
2016-10-06,113.25,114.22,112.4,113.92,3899954
2016-10-07,113.97,114.34,113.22,113.45,4153139
2016-10-10,114.21,114.99,114.16,114.71,3290302
