date,open,high,low,close,volume
2016-01-04,109.0,110.0,105.21,109.96,20794848
2016-01-05,110.45,110.58,105.85,107.66,17664562
2016-01-06,105.29,117.91,104.96,117.68,33045656
2016-01-07,116.36,122.18,112.29,114.56,33636661
2016-01-08,116.33,117.72,111.1,111.39,18067140
2016-01-11,112.13,116.79,111.2,114.97,21920390
2016-01-12,116.11,117.78,115.08,116.58,15133522
2016-01-13,114.43,114.48,104.53,106.56,24921587
2016-01-14,105.65,109.25,101.21,107.06,23664784
2016-01-15,102.43,105.5,101.72,104.04,19775141
2016-01-19,106.57,110.14,105.55,107.89,35722752
2016-01-20,108.91,109.99,97.05,107.74,53009419
2016-01-21,108.32,108.51,102.1,102.35,31027503
2016-01-22,104.72,104.99,99.22,100.72,26821771
2016-01-25,99.78,102.68,99.0,99.12,20321102
2016-01-26,99.74,100.55,94.85,97.83,22083897
2016-01-27,96.61,97.85,90.59,91.15,25556187
2016-01-28,93.84,95.25,90.11,94.41,24562311
2016-01-29,92.0,94.39,90.63,91.84,20463895
2016-02-01,91.79,97.18,91.3,94.09,19684477
2016-02-02,95.54,96.65,90.73,91.49,21906495
2016-02-03,92.41,92.69,86.14,90.74,27466034
2016-02-04,89.5,91.25,86.54,89.71,19108600
2016-02-05,88.23,88.95,81.86,82.79,25929257
2016-02-08,80.57,84.7,79.95,83.32,25035634
2016-02-09,81.75,88.4,81.55,86.13,25892874
2016-02-10,89.0,92.21,87.42,88.45,23146517
2016-02-11,87.42,88.39,82.91,86.35,21820321
2016-02-12,86.64,89.72,85.26,87.4,19067683
2016-02-16,89.0,90.14,87.54,89.05,16356604
2016-02-17,90.13,94.77,89.64,94.76,18323834
2016-02-18,94.8,94.9,90.31,90.49,17695324
2016-02-19,89.98,91.4,88.03,89.23,14259205
2016-02-22,90.75,93.11,88.3,91.93,16321822
2016-02-23,91.4,92.49,89.05,89.12,12744428
2016-02-24,88.5,91.76,86.7,91.61,15972819
2016-02-25,91.08,94.81,90.21,94.53,17898777
2016-02-26,95.3,97.48,94.25,94.79,16975151
2016-02-29,94.81,97.2,93.34,93.41,13663080
2016-03-01,94.58,99.16,93.61,98.3,17048790
2016-03-02,98.01,99.48,95.9,97.61,19102849
2016-03-03,97.83,98.35,95.39,97.93,15320921
2016-03-04,98.76,102.22,98.32,101.58,23414622
2016-03-07,101.0,101.79,95.25,95.49,23906672
2016-03-08,95.0,98.28,94.5,96.23,14796968
2016-03-09,96.82,98.37,95.0,98.0,12298660
2016-03-10,98.18,99.74,95.45,97.36,17002063
2016-03-11,99.51,99.6,96.05,97.66,15114299
2016-03-14,97.2,99.42,97.17,98.13,11251874
2016-03-15,97.87,98.51,96.43,97.86,9691768
2016-03-16,97.53,99.73,97.5,99.35,12630530
2016-03-17,99.05,101.39,99.0,99.72,13824964
2016-03-18,100.5,102.41,100.01,101.12,15453454
2016-03-21,101.15,102.1,99.5,101.06,9578466
2016-03-22,100.48,101.52,99.2,99.84,9069905
2016-03-23,99.75,100.39,98.81,99.59,8313480
2016-03-24,98.64,98.85,97.07,98.36,10671139
2016-03-28,98.34,101.44,97.82,101.21,12432217
2016-03-29,101.08,104.33,101.0,104.13,16008868
