,open,high,low,close,volume
634,106.31,107.06,106.21,106.39,10186482
635,107.42,107.56,105.97,106.85,12456754
636,107.3,107.8,105.14,106.36,21303844
637,107.05,110.77,106.98,110.58,24662621
638,110.69,110.93,109.75,110.5,14821876
639,110.42,112.12,110.2,111.53,14244944
640,111.06,111.09,109.73,109.89,16775305
641,110.0,111.74,109.78,111.28,13582631
642,111.06,114.24,110.93,113.35,18140010
643,113.55,114.78,113.42,114.15,14000419
644,113.88,115.52,113.38,115.18,13331966
645,115.42,115.58,114.58,114.85,11897769
646,115.18,116.3,114.81,116.03,12805930
647,116.28,117.61,116.06,116.73,13411618
648,117.08,117.08,114.82,114.95,15843763
649,115.75,116.69,115.28,115.66,13531590
650,114.57,116.25,114.33,116.15,11058108
651,116.0,117.13,115.94,117.09,11016102
652,116.79,117.53,116.18,117.12,9857351
653,117.74,118.29,117.33,117.55,10562067
654,117.33,118.27,117.28,117.79,8997220
655,117.51,117.72,116.69,116.88,9694541
656,115.5,115.95,114.68,115.73,12630949
657,115.56,115.88,113.81,113.89,10340337
658,114.27,115.04,113.65,114.65,10597611
659,113.82,114.33,112.97,113.7,10152082
660,114.35,115.31,114.3,114.77,10118820
661,114.64,115.07,114.3,114.77,8505111
662,114.59,115.05,114.11,114.62,8618739
663,115.37,116.39,114.88,115.32,10976680
664,115.31,115.41,114.78,114.97,8314901
665,114.96,115.15,114.43,114.73,9265593
666,114.98,115.22,114.45,114.68,8845718
667,115.22,117.28,115.17,116.71,13768021
668,117.0,117.03,115.97,116.14,8302618
669,116.35,116.37,115.36,115.76,7221744
670,115.59,116.04,114.98,115.19,8991802
671,114.83,114.84,113.82,114.58,13065719
672,114.34,115.24,113.63,115.15,10174177
673,115.0,115.7,114.25,114.59,11462446
674,114.5,114.7,113.5,114.1,9877635
675,114.5,114.77,113.63,114.32,10955590
676,114.85,114.97,113.66,113.71,8276936
677,113.54,114.58,113.18,114.43,9333781
678,114.25,114.88,112.85,113.08,10800758
679,113.37,114.13,112.67,113.52,12470769
680,113.81,114.49,113.23,113.5,10337948
681,113.79,114.43,113.3,113.84,9561297
682,114.33,114.66,113.56,114.3,7944210
683,114.44,118.06,114.44,117.62,16052776
684,118.5,119.24,118.08,118.63,15589976
685,119.13,119.23,117.74,117.85,24788247
686,117.76,118.46,116.43,116.72,12492474
687,117.04,117.97,116.32,116.39,9308310
688,116.75,116.87,114.66,115.02,14023640
689,115.42,115.76,114.16,114.52,13282987
690,113.65,114.24,112.52,112.84,15815120
691,113.37,114.61,113.04,113.5,10147110
692,113.36,114.12,112.81,113.97,13753074
693,114.94,115.66,114.48,115.04,17141962
694,114.55,116.81,114.21,115.27,16357406
695,115.83,116.1,114.02,114.62,13777633
696,114.25,115.78,113.35,115.32,14370869
697,114.67,115.03,113.67,114.52,14069477
698,114.7,114.95,111.47,111.47,23086389
699,110.97,111.47,107.38,108.13,33705616
700,110.37,110.83,105.6,106.95,32075740
701,107.2,108.85,106.32,106.34,18903216
702,107.16,108.78,106.73,108.62,19302764
703,108.38,110.8,108.23,109.83,18794482
704,109.02,109.84,107.81,108.09,17582467
705,107.65,109.22,107.27,107.91,15234549
706,108.15,108.34,106.11,106.36,16199139
707,104.2,106.16,103.7,105.25,21407548
708,104.76,105.03,102.91,103.29,23168916
709,104.18,105.9,103.72,104.86,17464708
710,104.0,104.56,102.73,103.42,19174916
711,104.46,106.63,103.7,104.85,18445175
712,105.71,106.98,104.86,106.7,18019681
713,108.08,110.48,107.79,109.02,20859992
714,109.62,110.22,108.32,108.98,13065023
715,109.9,110.81,107.49,108.38,19009518
716,108.61,109.29,108.42,109.09,10276448
717,108.67,109.67,107.76,109.6,10824959
718,110.37,111.73,109.35,111.48,12679585
719,111.01,112.92,111.0,112.38,11662499
720,112.23,112.36,110.83,111.29,10432161
721,111.42,111.94,108.6,108.95,13279671
722,109.1,111.12,109.1,109.59,13746059
723,110.23,110.71,105.98,107.33,18361433
724,108.24,110.08,106.81,110.07,19099954
725,109.45,110.76,108.55,109.99,13798551
726,109.96,111.2,109.53,110.83,13986991
727,109.78,110.49,107.98,108.45,18936153
728,109.03,109.61,107.64,107.64,10619625
729,106.74,107.39,106.06,106.65,6488406
730,107.72,109.98,107.45,109.26,13948285
731,108.76,110.03,108.63,109.72,9238176
732,109.8,111.4,108.87,110.94,13977257
733,110.27,110.8,109.64,110.06,11144347
734,109.85,111.32,109.58,111.19,18652718
735,112.38,112.89,111.74,112.24,16033180
736,111.6,111.6,106.73,107.23,23555940
737,105.01,105.36,102.88,105.19,27213946
738,105.16,106.98,102.91,103.29,19248595
739,102.87,103.49,99.28,101.36,23636429
740,103.13,103.66,100.21,100.37,16860677
741,101.66,102.9,100.06,101.02,22621487
742,101.55,101.97,100.67,101.12,17250942
743,99.99,101.94,99.86,100.29,19879525
744,99.77,100.56,98.44,99.01,25113534
745,99.42,100.89,98.12,98.54,20837150
746,98.41,100.58,96.6,97.29,28767868
747,96.61,98.28,95.69,96.45,31825218
748,96.68,98.43,93.69,94.17,41313933
749,92.89,94.22,92.14,92.14,17009280
750,92.69,95.96,91.11,95.96,22542900
751,94.82,97.15,93.55,97.04,20304683
752,97.95,98.32,96.44,96.83,17963271
753,97.59,98.81,96.77,97.62,13237180
754,95.95,99.78,95.94,99.31,15670850
755,98.64,98.89,96.69,97.11,16286426
756,99.11,100.93,98.28,100.69,16935205
757,100.43,101.47,99.71,100.76,15430712
758,101.63,101.82,99.55,100.57,13578777
759,100.81,101.49,99.93,100.4,14230331
760,100.02,100.73,99.27,100.39,14376430
761,99.89,100.17,98.95,99.91,15439850
762,98.87,101.36,98.66,100.94,21258458
763,98.89,102.47,98.6,101.68,26504852
764,102.25,103.45,101.8,102.5,18532952
765,102.11,103.5,101.92,102.92,14247564
766,103.77,104.9,102.83,104.59,16428710
767,103.08,103.59,102.13,102.94,17083681
768,103.44,103.7,101.97,102.68,12146678
769,102.13,103.09,101.94,102.74,11296764
770,103.51,104.31,102.74,103.39,14412559
771,102.89,104.24,102.59,103.88,12283089
772,103.88,105.11,103.73,104.17,9743271
773,104.14,105.24,103.78,104.41,12526274
774,103.41,103.8,102.73,103.5,17520551
775,104.0,104.85,103.52,103.88,13000780
776,103.79,104.25,103.01,104.25,9871549
777,104.52,104.55,103.29,103.79,12762982
778,103.71,104.62,103.47,103.74,8744957
779,103.25,103.5,101.44,102.38,13177489
780,102.08,102.33,100.06,101.36,12892562
781,101.76,102.01,100.77,100.88,10978516
782,101.95,102.92,101.89,102.6,12852252
783,102.9,103.85,102.9,103.09,10754061
784,102.47,103.1,101.35,102.42,11518530
785,103.9,105.7,103.66,105.55,14716861
786,104.91,105.37,103.81,105.18,12764888
787,105.21,105.8,104.88,105.69,10030326
788,105.45,105.99,104.96,105.47,8400075
789,105.7,106.09,104.78,105.0,10647258
790,105.75,107.27,105.69,106.1,11230679
791,104.5,105.47,103.94,105.29,15465393
792,105.18,105.38,104.5,105.16,9968822
793,105.01,105.21,104.18,104.36,15156850
794,105.1,105.91,104.2,104.43,13813310
795,104.92,105.92,103.27,104.19,12466285
796,104.13,104.55,103.26,104.11,10856646
797,103.86,104.57,103.55,103.72,9070782
798,103.25,103.47,102.16,102.97,12705739
799,101.99,103.23,101.99,103.01,10582371
800,103.98,104.55,103.66,104.35,9763235
801,104.59,104.79,103.75,104.04,10219100
802,104.19,104.98,103.95,104.39,13022241
803,104.5,105.87,104.46,105.34,10926470
804,105.41,106.8,105.23,106.55,24811730
805,106.55,107.78,106.5,107.19,12935514
806,108.2,108.4,106.55,106.8,12889267
807,106.43,106.65,104.41,104.52,14920658
808,103.49,103.49,102.28,102.87,19751044
809,101.82,102.32,99.52,99.76,31115189
810,99.59,100.57,98.09,98.93,21032295
811,99.82,100.4,98.82,99.92,15987129
812,99.88,100.45,99.08,99.58,12753234
813,100.0,100.8,99.74,100.71,12454070
814,101.54,101.99,100.58,101.23,14523395
815,102.15,104.68,102.12,104.64,17499280
816,104.6,105.44,104.33,105.14,10295539
817,105.81,106.36,104.78,105.35,11499209
818,104.55,105.73,104.45,105.56,11952078
819,105.8,106.11,104.99,105.31,9933660
820,105.11,105.65,104.91,105.65,8056282
821,105.08,105.2,104.25,104.87,9092188
822,105.13,105.72,104.47,105.34,10882304
823,105.71,106.73,105.56,106.23,11183845
