index,average,changeOverTime,close,date,high,label,low,marketAverage,marketChangeOverTime,marketClose,marketHigh,marketLow,marketNotional,marketNumberOfTrades,marketOpen,marketVolume,notional,numberOfTrades,open,volume
2019-04-12 10:21:00,110.379,0.010519088162592704,110.28,20190412,110.49,10:21 AM,110.28,110.417,0.010774441596484866,110.29,110.5,110.28,5931138.1309,378,110.47,53716,302217.69,21,110.49,2738
2019-04-12 10:22:00,110.312,0.009905703561292629,110.36,20190412,110.36,10:22 AM,110.27,110.308,0.009776638593921751,110.39,110.39,110.23,8904688.2422,407,110.3,80726,209593.0,16,110.28,1900
2019-04-12 10:23:00,110.423,0.010921907900759843,110.46,20190412,110.46,10:23 AM,110.4,110.479,0.011341999267667562,110.58,110.59,110.36,4416635.7342,254,110.39,39977,77296.0,4,110.4,700
2019-04-12 10:24:00,110.622,0.012743751716561346,110.62,20190412,110.63,10:24 AM,110.62,110.616,0.012596118637861631,110.68,110.68,110.565,5285253.9972,262,110.59,47780,66373.0,4,110.63,600
2019-04-12 10:25:00,110.637,0.01288107662730016,110.57,20190412,110.69,10:25 AM,110.57,110.645,0.012861589161479323,110.54,110.7,110.53,5382212.6351,324,110.69,48644,129002.64,11,110.675,1166
2019-04-12 10:26:00,110.489,0.011526137508010622,110.58,20190412,110.59,10:26 AM,110.44,110.5,0.011534236543390749,110.58,110.6,110.44,5041910.2985,308,110.54,45628,144409.08,14,110.53,1307
2019-04-12 10:27:00,110.62,0.012725441728462879,110.56,20190412,110.655,10:27 AM,110.5,110.564,0.012120102526547036,110.557,110.67,110.44,5667610.4246,349,110.59,51261,189713.125,16,110.6,1715
2019-04-12 10:28:00,110.385,0.010574018126888228,110.35,20190412,110.55,10:28 AM,110.31,110.402,0.01063712925668259,110.34,110.57,110.29,8131585.712999999,463,110.56,73654,140519.75,20,110.55,1273
2019-04-12 10:29:00,110.496,0.011590222466355314,110.46,20190412,110.525,10:29 AM,110.46,110.448,0.011058220432076148,110.45,110.53,110.335,8509494.2821,366,110.34,77045,67181.58,8,110.525,608
2019-04-12 10:30:00,110.317,0.009951478531538854,110.3,20190412,110.4,10:30 AM,110.25,110.333,0.010005492493592123,110.305,110.46,110.25,9859107.1616,456,110.46,89358,126865.0,13,110.35,1150
2019-04-12 10:31:00,110.237,0.009219079007598559,110.2,20190412,110.31,10:31 AM,110.16,110.276,0.009483705602343476,110.217,110.34,110.16,8066993.4685,355,110.3,73153,81906.45,10,110.275,743
2019-04-12 10:32:00,110.148,0.00840428453721498,110.11,20190412,110.23,10:32 AM,110.07,110.124,0.008092273892347129,110.07,110.22,110.06,7485598.253,318,110.22,67974,92634.95,9,110.23,841
2019-04-12 10:33:00,110.081,0.007790899935915032,110.055,20190412,110.13,10:33 AM,110.025,110.068,0.007579641157085344,110.03,110.14,110.01,8650795.7519,465,110.07,78595,157195.16,16,110.08,1428
2019-04-12 10:34:00,109.972,0.0067930055845462824,109.89,20190412,110.09,10:34 AM,109.89,109.986,0.0068290003661663256,109.88,110.09,109.88,17145381.5023,973,110.03,155887,328488.045,32,110.0,2987
2019-04-12 10:35:00,109.949,0.006582440721413478,109.93,20190412,109.97,10:35 AM,109.89,109.932,0.0063346759428781355,109.93,109.972,109.88,6496996.6385,379,109.88,59100,136446.85,13,109.93,1241
2019-04-12 10:36:00,109.894,0.006078916048704581,109.885,20190412,109.905,10:36 AM,109.86,109.894,0.005986818015379079,109.9,109.93,109.84,5997236.0996,285,109.924,54573,170116.74,12,109.89,1548
2019-04-12 10:37:00,109.957,0.006655680673807467,110.05,20190412,110.05,10:37 AM,109.9,109.961,0.0066001464664958214,110.05,110.06,109.9,7036950.57,401,109.905,63995,57177.7,7,109.9,520
2019-04-12 10:38:00,110.019,0.007223290304861315,109.96,20190412,110.07,10:38 AM,109.96,110.024,0.00717685829366538,109.93,110.1,109.92,6828305.8676,349,110.07,62062,90545.54,10,110.07,823
2019-04-12 10:39:00,109.981,0.0068754005309895685,110.015,20190412,110.015,10:39 AM,109.92,109.962,0.006609300622482685,110.01,110.02,109.87,6878032.5037,305,109.92,62549,124608.695,11,109.92,1133
2019-04-12 10:40:00,110.038,0.007397235191797058,110.07,20190412,110.08,10:40 AM,109.97,110.033,0.007259245697546742,110.07,110.09,109.97,9407460.9395,498,110.01,85497,147340.35,16,110.02,1339
2019-04-12 10:41:00,109.936,0.006463425798773258,109.79,20190412,110.01,10:41 AM,109.79,109.866,0.0057305016477481215,109.78,110.07,109.74,8757937.6426,501,110.07,79715,116642.28,17,110.01,1061
2019-04-12 10:42:00,109.744,0.004705666941316449,109.75,20190412,109.76,10:42 AM,109.72,109.77,0.004851702673013559,109.765,109.81,109.72,6819896.5995,287,109.78,62129,68041.2,7,109.76,620
2019-04-12 10:43:00,109.749,0.004751441911562677,109.77,20190412,109.81,10:43 AM,109.7,109.746,0.004632002929329918,109.775,109.82,109.65,6955398.8302,375,109.768,63377,112931.54,15,109.81,1029
2019-04-12 10:44:00,109.737,0.004641581982971626,109.69,20190412,109.77,10:44 AM,109.69,109.735,0.004531307213474959,109.73,109.78,109.7,6427618.7402,381,109.77,58574,101616.02,14,109.76,926
2019-04-12 10:45:00,109.787,0.005099331685434424,109.79,20190412,109.81,10:45 AM,109.735,109.776,0.004906627608934469,109.792,109.822,109.729,6914368.4333,299,109.734,62986,165119.94,12,109.75,1504
2019-04-12 10:46:00,109.869,0.005850041197473183,109.935,20190412,109.94,10:46 AM,109.81,109.897,0.006014280483339535,109.95,109.96,109.8,7373565.859,400,109.8,67095,291372.9,20,109.81,2652
2019-04-12 10:47:00,110.079,0.007772589947816437,110.15,20190412,110.15,10:47 AM,109.98,110.041,0.007332478945441249,110.12,110.15,109.94,8309099.1542,430,109.95,75509,396503.145,48,110.02,3602
2019-04-12 10:48:00,110.049,0.0074979401263389435,110.01,20190412,110.11,10:48 AM,109.99,110.025,0.00718601244965224,110.01,110.13,109.96,6361522.3826,392,110.121,57819,119292.95,15,110.11,1084
2019-04-12 10:49:00,110.132,0.008257804632426998,110.135,20190412,110.135,10:49 AM,110.09,110.117,0.008028194800439488,110.155,110.16,110.01,9410116.5388,377,110.02,85456,420813.98,18,110.09,3821
2019-04-12 10:50:00,110.152,0.008440904513412041,110.14,20190412,110.21,10:50 AM,110.12,110.17,0.008513365067740817,110.15,110.23,110.12,8639106.5616,439,110.152,78416,132072.12,15,110.155,1199
2019-04-12 10:51:00,110.21,0.008971894168268697,110.26,20190412,110.26,10:51 AM,110.18,110.204,0.008824606371292554,110.29,110.29,110.13,5839736.8242,260,110.145,52990,82657.5,8,110.2,750
2019-04-12 10:52:00,110.263,0.009457108852879256,110.29,20190412,110.29,10:52 AM,110.24,110.275,0.009474551446356744,110.285,110.3,110.228,7365472.385,383,110.29,66792,101552.14,12,110.275,921
2019-04-12 10:53:00,110.379,0.010519088162592704,110.42,20190412,110.42,10:53 AM,110.27,110.355,0.010206883925302172,110.44,110.45,110.27,5127077.3308,286,110.295,46460,115897.5,10,110.3,1050
2019-04-12 10:54:00,110.402,0.010729653025725506,110.36,20190412,110.45,10:54 AM,110.36,110.407,0.01068290003661664,110.36,110.46,110.36,9006215.3072,481,110.43,81573,627633.545,45,110.42,5685
2019-04-12 10:55:00,110.363,0.010372608257804592,110.31,20190412,110.395,10:55 AM,110.31,110.36,0.01025265470523622,110.3,110.41,110.3,10538276.9944,472,110.36,95490,1042162.16,34,110.365,9443
2019-04-12 10:56:00,110.295,0.009750068662455348,110.31,20190412,110.31,10:56 AM,110.27,110.292,0.009630172098132614,110.31,110.31,110.26,4612081.6429,250,110.295,41817,168751.63,16,110.295,1530
2019-04-12 10:57:00,110.316,0.009942323537489686,110.24,20190412,110.38,10:57 AM,110.24,110.312,0.009813255217868938,110.243,110.382,110.24,4469406.8785,265,110.325,40516,222617.265,18,110.32,2018
2019-04-12 10:58:00,110.3,0.009795843632701577,110.35,20190412,110.37,10:58 AM,110.24,110.336,0.010032954961552579,110.32,110.39,110.24,5264369.5613,290,110.24,47712,44120.0,3,110.24,400
2019-04-12 10:59:00,110.326,0.010033873477982142,110.37,20190412,110.37,10:59 AM,110.305,110.335,0.010023800805565721,110.38,110.39,110.295,3620968.2055,222,110.318,32818,36738.73,5,110.31,333
2019-04-12 11:00:00,110.351,0.01026274832921354,110.33,20190412,110.385,11 AM,110.29,110.343,0.01009703405346035,110.34,110.39,110.278,5343120.7607,393,110.38,48423,139042.09,14,110.38,1260
2019-04-12 11:01:00,110.348,0.010235283347065778,110.3,20190412,110.36,11:01 AM,110.3,110.329,0.009968875869644806,110.29,110.36,110.29,4086906.3999,235,110.36,37043,24497.28,5,110.34,222
2019-04-12 11:02:00,110.305,0.009841618602947936,110.31,20190412,110.31,11:02 AM,110.25,110.292,0.009630172098132614,110.36,110.37,110.21,4621453.4825,265,110.29,41902,12133.6,3,110.275,110
2019-04-12 11:03:00,110.391,0.01062894809118375,110.455,20190412,110.455,11:03 AM,110.38,110.407,0.01068290003661664,110.45,110.47,110.34,5601050.187000001,299,110.37,50731,42942.245,5,110.38,389
2019-04-12 11:04:00,110.475,0.011397967591320977,110.475,20190412,110.475,11:04 AM,110.475,110.483,0.011378615891614877,110.495,110.514,110.435,3406305.3236,166,110.45,30831,11047.5,1,110.475,100
2019-04-12 11:05:00,110.426,0.010949372882907607,110.41,20190412,110.495,11:05 AM,110.41,110.448,0.011058220432076148,110.41,110.495,110.41,2902232.6332,159,110.495,26277,27606.605,8,110.495,250
2019-04-12 11:06:00,110.384,0.01056486313283893,110.365,20190412,110.4,11:06 AM,110.365,110.375,0.010389967045038495,110.36,110.408,110.34,3302085.2527,190,110.408,29917,22297.655,4,110.4,202
2019-04-12 11:07:00,110.425,0.01094021788885831,110.415,20190412,110.44,11:07 AM,110.415,110.418,0.010783595752471727,110.41,110.457,110.34,2723890.129,167,110.36,24669,1987.645,2,110.44,18
2019-04-12 11:08:00,110.5,0.011626842442552377,110.5,20190412,110.5,11:08 AM,110.5,110.499,0.011525082387403886,110.57,110.57,110.37,4553106.2255,189,110.41,41205,11050.0,1,110.5,100
2019-04-12 11:09:00,110.54,0.011993042204522587,110.5,20190412,110.58,11:09 AM,110.5,110.539,0.011891248626876664,110.48,110.58,110.48,2703002.9002,164,110.57,24453,45211.1,8,110.575,409
2019-04-12 11:10:00,110.485,0.011489517531813565,110.505,20190412,110.53,11:10 AM,110.47,110.498,0.011515928231417151,110.5,110.55,110.45,5594505.7354,298,110.47,50630,46293.375,7,110.475,419
2019-04-12 11:11:00,110.549,0.012075437150965877,110.59,20190412,110.6,11:11 AM,110.5,110.568,0.012156719150494351,110.595,110.62,110.48,4488856.9059,260,110.5,40598,80921.88,11,110.5,732
2019-04-12 11:12:00,110.53,0.011901492264030002,110.57,20190412,110.57,11:12 AM,110.49,110.532,0.01182716953496889,110.584,110.597,110.49,2333103.3434,140,110.595,21108,55706.96,7,110.54,504
2019-04-12 11:13:00,110.559,0.012166987091458331,110.615,20190412,110.615,11:13 AM,110.53,110.573,0.0122024899304284,110.585,110.62,110.52,3858680.7786,179,110.59,34897,46655.855,10,110.565,422
2019-04-12 11:14:00,110.608,0.012615581799871831,110.58,20190412,110.615,11:14 AM,110.58,110.61,0.012541193701940723,110.575,110.65,110.57,6273570.5791,284,110.585,56718,102422.73,5,110.59,926
2019-04-12 11:15:00,110.576,0.012322621990295608,110.62,20190412,110.63,11:15 AM,110.555,110.581,0.012275723178323034,110.63,110.64,110.545,3575755.979,219,110.57,32336,77403.0,5,110.555,700
2019-04-12 11:16:00,110.603,0.012569806829625474,110.64,20190412,110.64,11:16 AM,110.575,110.642,0.012834126693518869,110.71,110.72,110.57,4538418.7737,245,110.63,41019,34729.515,6,110.6,314
2019-04-12 11:17:00,110.65,0.013000091549940508,110.65,20190412,110.65,11:17 AM,110.65,110.686,0.013236909556938962,110.7,110.71,110.64,2103579.3431,122,110.71,19005,4868.6,1,110.65,44
2019-04-12 11:18:00,110.658,0.013073331502334496,110.67,20190412,110.68,11:18 AM,110.63,110.671,0.013099597217136686,110.725,110.725,110.63,2780504.0338,163,110.69,25124,72923.685,8,110.67,659
2019-04-12 11:19:00,110.71,0.013549391192895631,110.71,20190412,110.71,11:19 AM,110.71,110.716,0.013511534236543379,110.72,110.74,110.69,1853047.3803,124,110.71,16737,11735.26,2,110.71,106
2019-04-12 11:20:00,110.732,0.013750801061979269,110.71,20190412,110.77,11:20 AM,110.69,110.731,0.013648846576345658,110.71,110.77,110.66,5009487.0205,253,110.72,45240,110732.0,10,110.76,1000
2019-04-12 11:21:00,110.689,0.013357136317861291,110.64,20190412,110.71,11:21 AM,110.64,110.684,0.01321860124496524,110.625,110.72,110.61,2762677.4936,152,110.7,24960,56340.885,11,110.71,509
2019-04-12 11:22:00,110.629,0.012807836674906169,110.69,20190412,110.7,11:22 AM,110.59,110.633,0.012751739289637505,110.69,110.71,110.59,3348214.4626,204,110.62,30264,60293.09,8,110.6,545
2019-04-12 11:23:00,110.715,0.013595166163141988,110.72,20190412,110.725,11:23 AM,110.66,110.71,0.013456609300622473,110.73,110.74,110.67,3450497.0323,153,110.68,31167,67868.08,7,110.66,613
2019-04-12 11:24:00,110.752,0.013933900942964308,110.76,20190412,110.79,11:24 AM,110.72,110.75,0.01382277554009525,110.76,110.79,110.71,3209879.5319,200,110.72,28983,59806.01,9,110.72,540
2019-04-12 11:25:00,110.761,0.014016295889407596,110.755,20190412,110.785,11:25 AM,110.74,110.779,0.01408824606371294,110.755,110.81,110.73,3947722.632,184,110.76,35636,94036.295,12,110.75,849
2019-04-12 11:26:00,110.713,0.013576856175043393,110.69,20190412,110.74,11:26 AM,110.63,110.69,0.013273526180886149,110.693,110.755,110.62,5048450.0472,243,110.755,45609,223751.775,20,110.73,2021
2019-04-12 11:27:00,110.708,0.013531081204797166,110.71,20190412,110.72,11:27 AM,110.68,110.698,0.013346759428780651,110.73,110.73,110.66,2210748.1576,126,110.69,19971,72956.89,7,110.68,659
2019-04-12 11:28:00,110.748,0.013897280966767378,110.79,20190412,110.79,11:28 AM,110.71,110.761,0.013923471255950207,110.78,110.8,110.7,3956487.102,190,110.715,35721,52384.02,5,110.715,473
2019-04-12 11:29:00,110.78,0.014190240776343468,110.78,20190412,110.8,11:29 AM,110.77,110.781,0.014106554375686663,110.78,110.815,110.75,3636958.6960000005,206,110.785,32830,66468.0,6,110.78,600
2019-04-12 11:30:00,110.746,0.013878970978668779,110.76,20190412,110.76,11:30 AM,110.72,110.739,0.013722079824240292,110.75,110.77,110.7,3010003.6525,151,110.77,27181,52936.8,10,110.76,478
2019-04-12 11:31:00,110.658,0.013073331502334496,110.65,20190412,110.71,11:31 AM,110.64,110.678,0.01316367630904433,110.65,110.74,110.64,3095234.453,164,110.74,27966,66726.95,7,110.71,603
2019-04-12 11:32:00,110.707,0.013521926210747869,110.765,20190412,110.765,11:32 AM,110.66,110.741,0.013740388136213885,110.76,110.79,110.65,3122886.52,182,110.65,28200,44725.56,6,110.66,404
2019-04-12 11:33:00,110.742,0.013842351002471852,110.73,20190412,110.76,11:33 AM,110.73,110.703,0.013392530208714832,110.635,110.76,110.635,2707898.8093,114,110.75,24461,25470.77,4,110.75,230
2019-04-12 11:34:00,110.616,0.01268882175226582,110.62,20190412,110.635,11:34 AM,110.6,110.613,0.01256865616990118,110.62,110.635,110.58,2622413.3785,144,110.63,23708,75329.59,7,110.61,681
2019-04-12 11:35:00,110.568,0.01224938203790162,110.55,20190412,110.585,11:35 AM,110.55,110.579,0.012257414866349313,110.555,110.61,110.542,2186931.394,126,110.61,19777,36487.55,4,110.585,330
2019-04-12 11:36:00,110.556,0.012139522109310569,110.55,20190412,110.6,11:36 AM,110.55,110.569,0.012165873306481214,110.55,110.61,110.545,2040116.8861,127,110.56,18451,23769.65,7,110.56,215
2019-04-12 11:37:00,110.445,0.011123317769843351,110.46,20190412,110.51,11:37 AM,110.42,110.474,0.011296228487733512,110.49,110.55,110.41,3799085.9417,209,110.55,34389,233591.0,9,110.51,2115
2019-04-12 11:38:00,110.508,0.011700082394946366,110.505,20190412,110.51,11:38 AM,110.465,110.489,0.011433540827535787,110.51,110.53,110.445,3164502.4966,153,110.49,28641,14808.05,3,110.465,134
2019-04-12 11:39:00,110.509,0.011709237388995665,110.48,20190412,110.54,11:39 AM,110.48,110.513,0.011653240571219428,110.48,110.56,110.46,3462705.4204,199,110.52,31333,43540.44,7,110.54,394
2019-04-12 11:40:00,110.535,0.01194726723427623,110.54,20190412,110.55,11:40 AM,110.49,110.535,0.011854632002929343,110.524,110.56,110.473,3246430.2844,164,110.49,29370,77374.5,7,110.49,700
2019-04-12 11:41:00,110.524,0.011846562299734477,110.585,20190412,110.59,11:41 AM,110.515,110.554,0.01202856096667894,110.59,110.595,110.49,4833981.1034,168,110.53,43725,404738.0,17,110.54,3662
2019-04-12 11:42:00,110.661,0.01310079648448226,110.71,20190412,110.71,11:42 AM,110.59,110.667,0.013062980593189373,110.748,110.748,110.59,4797763.82,273,110.6,43353,86647.47,8,110.6,783
