index,average,changeOverTime,close,date,high,label,low,marketAverage,marketChangeOverTime,marketClose,marketHigh,marketLow,marketNotional,marketNumberOfTrades,marketOpen,marketVolume,notional,numberOfTrades,open,volume
2019-04-12 11:43:00,110.824,0.014593060514510613,110.85,20190412,110.855,11:43 AM,110.75,110.811,0.014381179055291212,110.845,110.86,110.74,5911323.785,245,110.74,53346,229406.085,20,110.75,2070
2019-04-12 11:44:00,110.833,0.0146754554609539,110.84,20190412,110.845,11:44 AM,110.815,110.831,0.014564262175027537,110.85,110.85,110.815,3632600.1683,147,110.845,32776,96646.54,10,110.845,872
2019-04-12 11:45:00,110.838,0.014721230431200124,110.87,20190412,110.87,11:45 AM,110.8,110.834,0.014591724642987991,110.87,110.87,110.797,3560885.46,184,110.84,32128,68387.115,9,110.84,617
2019-04-12 11:46:00,110.862,0.014940950288382228,110.875,20190412,110.88,11:46 AM,110.8,110.859,0.014820578542658362,110.88,110.89,110.8,4226816.0074,246,110.855,38128,91793.48,8,110.87,828
2019-04-12 11:47:00,110.854,0.014867710335988238,110.82,20190412,110.87,11:47 AM,110.82,110.864,0.014866349322592544,110.85,110.88,110.82,2651638.1744,127,110.87,23918,44341.5,4,110.87,400
2019-04-12 11:48:00,110.927,0.015536024901583838,110.945,20190412,110.945,11:48 AM,110.86,110.904,0.01523251556206519,110.949,110.95,110.843,4257151.442,164,110.85,38386,112036.795,7,110.86,1010
2019-04-12 11:49:00,110.95,0.015746589764716643,110.94,20190412,110.965,11:49 AM,110.925,110.947,0.015626144269498425,110.94,110.97,110.92,6452023.5455,254,110.945,58154,368687.27,25,110.95,3323
2019-04-12 11:50:00,110.939,0.01564588483017476,110.98,20190412,110.98,11:50 AM,110.91,110.947,0.015626144269498425,110.96,110.98,110.9,4538835.8171,207,110.935,40910,228756.56,12,110.935,2062
2019-04-12 11:51:00,111.016,0.016350819371967418,111.04,20190412,111.05,11:51 AM,110.98,111.006,0.016166239472720664,111.04,111.05,110.95,13726946.43,431,110.96,123659,28309.07,4,110.98,255
2019-04-12 11:52:00,111.075,0.016890964020873374,111.13,20190412,111.13,11:52 AM,111.05,111.098,0.01700842182350791,111.16,111.17,111.035,5055421.5555,216,111.04,45504,44430.0,4,111.05,400
2019-04-12 11:53:00,111.111,0.017220543806646532,111.09,20190412,111.165,11:53 AM,111.07,111.133,0.01732881728304651,111.146,111.17,111.07,4422770.5275,218,111.15,39797,51999.715,10,111.165,468
2019-04-12 11:54:00,111.139,0.01747688364002556,111.145,20190412,111.15,11:54 AM,111.13,111.129,0.017292200659099324,111.14,111.15,111.1,4934894.3947,234,111.14,44407,44344.37,4,111.13,399
2019-04-12 11:55:00,111.143,0.017513503616222618,111.14,20190412,111.15,11:55 AM,111.135,111.145,0.017438667154888333,111.16,111.16,111.13,3394255.7536,188,111.13,30539,133705.42,10,111.145,1203
2019-04-12 11:56:00,111.142,0.017504348622173326,111.15,20190412,111.16,11:56 AM,111.11,111.127,0.0172738923471256,111.155,111.17,111.085,4352736.0348,207,111.16,39169,87913.56,8,111.15,791
2019-04-12 11:57:00,111.139,0.01747688364002556,111.12,20190412,111.18,11:57 AM,111.11,111.136,0.017356279751006964,111.136,111.19,111.1,7401461.1453,333,111.155,66598,89911.88,11,111.155,809
2019-04-12 11:58:00,111.147,0.01755012359241968,111.14,20190412,111.16,11:58 AM,111.14,111.148,0.017466129622848787,111.141,111.16,111.13,5339097.8732,204,111.13,48036,55906.92,6,111.15,503
2019-04-12 11:59:00,111.141,0.017495193628124153,111.15,20190412,111.15,11:59 AM,111.13,111.142,0.017411204686927875,111.13,111.16,111.13,2493032.747,115,111.15,22431,56237.48,8,111.15,506
2019-04-12 12:00:00,111.124,0.017339558729286744,111.14,20190412,111.14,12 PM,111.12,111.12,0.01720981325521796,111.13,111.14,111.1,4604704.8461,238,111.13,41439,68785.81,9,111.13,619
2019-04-12 12:01:00,111.178,0.017833928407946474,111.18,20190412,111.19,12:01 PM,111.13,111.151,0.01749359209080924,111.17,111.19,111.125,3502936.2116,167,111.135,31515,67373.78,5,111.13,606
2019-04-12 12:02:00,111.171,0.01776984344960178,111.18,20190412,111.18,12:02 PM,111.16,111.172,0.017685829366532426,111.175,111.19,111.15,3548945.1010000007,204,111.17,31923,79598.275,8,111.16,716
2019-04-12 12:03:00,111.232,0.0183282980866062,111.245,20190412,111.305,12:03 PM,111.185,111.239,0.0182991578176493,111.32,111.32,111.17,19160403.769,834,111.18,172245,111565.69,11,111.185,1003
2019-04-12 12:04:00,111.32,0.019133937562940486,111.335,20190412,111.335,12:04 PM,111.315,111.318,0.019022336140607863,111.335,111.36,111.28,9123428.7049,367,111.31,81958,13024.455,3,111.315,117
2019-04-12 12:05:00,111.357,0.019472672342762933,111.4,20190412,111.4,12:05 PM,111.345,111.372,0.019516660563896056,111.4,111.42,111.335,8002538.1039,377,111.335,71854,312022.74,14,111.35,2802
2019-04-12 12:06:00,111.415,0.02000366199761972,111.4,20190412,111.44,12:06 PM,111.39,111.433,0.02007506407909201,111.45,111.46,111.39,4174065.088,194,111.39,37458,44900.29,6,111.39,403
2019-04-12 12:07:00,111.442,0.020250846836949454,111.47,20190412,111.49,12:07 PM,111.43,111.462,0.02034053460270971,111.495,111.5,111.43,8149319.466,332,111.45,73113,278717.175,20,111.435,2501
2019-04-12 12:08:00,111.564,0.021367756110958425,111.54,20190412,111.6,12:08 PM,111.54,111.548,0.021127792017576044,111.545,111.605,111.465,12662894.2442,481,111.49,113520,98734.24,10,111.54,885
2019-04-12 12:09:00,111.58,0.021514236015746542,111.55,20190412,111.615,12:09 PM,111.53,111.562,0.021255950201391455,111.56,111.63,111.52,20699055.64,438,111.54,185538,171721.24,15,111.54,1539
2019-04-12 12:10:00,111.532,0.02107479630138234,111.52,20190412,111.57,12:10 PM,111.52,111.538,0.02103625045770781,111.544,111.57,111.51,2500905.5184,145,111.56,22422,127146.66,13,111.57,1140
2019-04-12 12:11:00,111.652,0.02217339558729284,111.71,20190412,111.72,12:11 PM,111.58,111.675,0.02229036982790189,111.74,111.74,111.547,16888456.5866,393,111.547,151228,124604.175,15,111.585,1116
2019-04-12 12:12:00,111.676,0.02239311544447494,111.65,20190412,111.74,12:12 PM,111.62,111.69,0.022427682167704164,111.63,111.75,111.62,6502461.0067,343,111.735,58219,292592.0,25,111.73,2620
2019-04-12 12:13:00,111.651,0.022164240593243543,111.72,20190412,111.72,12:13 PM,111.62,111.653,0.02208897839619197,111.709,111.72,111.62,6092121.8013,293,111.63,54563,338862.45,34,111.64,3035
2019-04-12 12:14:00,111.695,0.022567060331410684,111.69,20190412,111.7,12:14 PM,111.69,111.703,0.022546686195532847,111.71,111.73,111.675,5060131.0409,236,111.704,45300,67352.085,7,111.7,603
2019-04-12 12:15:00,111.775,0.02329945985535111,111.82,20190412,111.82,12:15 PM,111.73,111.772,0.023178322958623317,111.82,111.84,111.7,8698130.3201,405,111.7,77820,22578.52,3,111.73,202
2019-04-12 12:16:00,111.808,0.0236015746589765,111.77,20190412,111.82,12:16 PM,111.77,111.802,0.023452947638227858,111.79,111.83,111.77,4580992.1391,246,111.82,40974,104092.95,11,111.8,931
2019-04-12 12:17:00,111.753,0.02309804998626748,111.71,20190412,111.79,12:17 PM,111.675,111.741,0.0228945441230319,111.7,111.79,111.662,8045584.236,357,111.78,72002,72975.025,7,111.78,653
2019-04-12 12:18:00,111.69,0.022521285361164458,111.69,20190412,111.69,12:18 PM,111.69,111.757,0.02304101061882104,111.8,111.82,111.69,4387806.2934,193,111.7,39262,5137.74,1,111.69,46
2019-04-12 12:19:00,111.743,0.023006500045774887,111.69,20190412,111.83,12:19 PM,111.68,111.768,0.023141706334676004,111.7,111.83,111.68,8989033.6765,446,111.8,80426,312544.545,24,111.79,2797
2019-04-12 12:20:00,111.729,0.022878330129085373,111.77,20190412,111.77,12:20 PM,111.7,111.724,0.022738923471256032,111.78,111.78,111.68,4836290.2081,272,111.71,43288,101338.55,10,111.715,907
2019-04-12 12:21:00,111.767,0.02322621990295699,111.73,20190412,111.8,12:21 PM,111.73,111.77,0.02316001464664959,111.74,111.815,111.725,4636324.0237,234,111.77,41481,117131.46,34,111.8,1048
2019-04-12 12:22:00,111.73,0.022887485123134668,111.67,20190412,111.79,12:22 PM,111.67,111.733,0.0228213108751374,111.695,111.79,111.68,5143872.0376,304,111.74,46037,87373.165,15,111.72,782
2019-04-12 12:23:00,111.739,0.02296988006957796,111.75,20190412,111.77,12:23 PM,111.71,111.738,0.022867081655071446,111.73,111.776,111.67,2608072.9457,138,111.67,23341,135092.57,15,111.71,1209
2019-04-12 12:24:00,111.755,0.023116359974365938,111.81,20190412,111.81,12:24 PM,111.74,111.772,0.023178322958623317,111.81,111.82,111.73,2664649.372,165,111.73,23840,23021.65,4,111.74,206
2019-04-12 12:25:00,111.832,0.02382129451615847,111.81,20190412,111.85,12:25 PM,111.81,111.828,0.0236909556938851,111.81,111.85,111.81,2602009.899,150,111.81,23268,76940.735,12,111.81,688
2019-04-12 12:26:00,111.746,0.02303396502792265,111.7,20190412,111.805,12:26 PM,111.67,111.751,0.02298608568290013,111.69,111.82,111.67,4194912.6114,225,111.814,37538,153315.35,20,111.8,1372
2019-04-12 12:27:00,111.712,0.02272269523024809,111.73,20190412,111.73,12:27 PM,111.69,111.71,0.02261076528744049,111.73,111.75,111.68,1762674.0875,97,111.685,15779,54291.92,9,111.7,486
2019-04-12 12:28:00,111.747,0.02304312002197195,111.77,20190412,111.77,12:28 PM,111.7,111.737,0.022857927499084583,111.77,111.775,111.7,3315794.3823,114,111.735,29675,65595.47,13,111.73,587
2019-04-12 12:29:00,111.79,0.02343678476608993,111.765,20190412,111.805,12:29 PM,111.765,111.779,0.02324240205053096,111.745,111.82,111.745,2816717.131,172,111.77,25199,112460.61,12,111.77,1006
2019-04-12 12:30:00,111.655,0.0222008605694406,111.6,20190412,111.72,12:30 PM,111.6,111.631,0.021887586964481925,111.61,111.74,111.58,4999166.4717,267,111.74,44783,154753.865,28,111.72,1386
2019-04-12 12:31:00,111.58,0.021514236015746542,111.57,20190412,111.59,12:31 PM,111.55,111.574,0.02136580007323328,111.57,111.62,111.52,4748027.735,240,111.62,42555,80560.625,11,111.58,722
2019-04-12 12:32:00,111.615,0.02183466080747039,111.68,20190412,111.68,12:32 PM,111.575,111.617,0.021759428780666508,111.71,111.71,111.575,6814770.56,340,111.575,61055,244325.13,15,111.575,2189
2019-04-12 12:33:00,111.695,0.022567060331410684,111.68,20190412,111.7,12:33 PM,111.68,111.701,0.022528377883559124,111.7,111.72,111.68,3954999.5112,162,111.71,35407,26248.37,9,111.695,235
2019-04-12 12:34:00,111.74,0.02297903506362713,111.75,20190412,111.76,12:34 PM,111.72,111.74,0.02288538996704504,111.78,111.79,111.705,2588896.451,143,111.705,23169,55981.74,6,111.72,501
2019-04-12 12:35:00,111.779,0.02333607983154804,111.75,20190412,111.8,12:35 PM,111.75,111.79,0.023343097766386045,111.75,111.81,111.75,2145139.0532,133,111.79,19189,67514.86,12,111.79,604
2019-04-12 12:36:00,111.734,0.0229241050993316,111.7,20190412,111.76,12:36 PM,111.7,111.732,0.02281215671915053,111.69,111.77,111.675,2976104.1516,162,111.75,26636,94638.36,13,111.75,847
2019-04-12 12:37:00,111.697,0.02258537031950928,111.695,20190412,111.73,12:37 PM,111.66,111.687,0.02240021969974371,111.695,111.74,111.64,3388252.7426,185,111.67,30337,181172.45,17,111.68,1622
2019-04-12 12:38:00,111.71,0.0227043852421495,111.75,20190412,111.75,12:38 PM,111.69,111.711,0.02261991944342735,111.755,111.77,111.685,7289478.771000002,195,111.7,65253,56637.24,11,111.71,507
2019-04-12 12:39:00,111.743,0.023006500045774887,111.71,20190412,111.76,12:39 PM,111.71,111.743,0.02291285243500549,111.72,111.76,111.71,3686504.1414,219,111.75,32991,67715.955,8,111.75,606
2019-04-12 12:40:00,111.713,0.02273185022429726,111.7,20190412,111.725,12:40 PM,111.7,111.706,0.0225741486634933,111.705,111.73,111.68,2479434.3854,134,111.715,22196,111713.325,7,111.725,1000
2019-04-12 12:41:00,111.715,0.022750160212395856,111.67,20190412,111.725,12:41 PM,111.67,111.705,0.02256499450750644,111.67,111.74,111.67,2643154.9796,136,111.705,23662,67029.0,3,111.725,600
2019-04-12 12:42:00,111.72,0.022795935182642085,111.72,20190412,111.72,12:42 PM,111.72,111.682,0.022354448919809658,111.74,111.74,111.65,1837397.447,116,111.665,16452,893.76,1,111.72,8
2019-04-12 12:43:00,111.714,0.022741005218346558,111.65,20190412,111.765,12:43 PM,111.65,111.725,0.022748077627242763,111.65,111.77,111.65,4355175.3725,213,111.74,38981,90488.405,11,111.75,810
2019-04-12 12:44:00,111.62,0.02188043577771675,111.63,20190412,111.64,12:44 PM,111.61,111.627,0.02185097034053461,111.643,111.65,111.61,4118130.9,194,111.65,36892,67195.28,7,111.64,602
2019-04-12 12:45:00,111.556,0.021294516158564442,111.51,20190412,111.595,12:45 PM,111.51,111.582,0.02143903332112778,111.48,111.655,111.48,6150952.5461,263,111.645,55125,89802.9,14,111.595,805
2019-04-12 12:46:00,111.497,0.020754371509658483,111.55,20190412,111.55,12:46 PM,111.48,111.512,0.020798242402050585,111.55,111.55,111.47,4273155.374,191,111.48,38320,78271.0,8,111.48,702
2019-04-12 12:47:00,111.447,0.02029662180719581,111.4,20190412,111.485,12:47 PM,111.4,111.467,0.02038630538264376,111.409,111.55,111.409,5700967.7383,270,111.55,51145,824710.67,52,111.485,7400
2019-04-12 12:48:00,111.401,0.01987549208093008,111.45,20190412,111.45,12:48 PM,111.38,111.409,0.019855364335408385,111.47,111.47,111.379,6374930.9326,249,111.41,57221,307021.7,18,111.405,2756
2019-04-12 12:49:00,111.443,0.020260001830998752,111.44,20190412,111.465,12:49 PM,111.405,111.419,0.019946905895276475,111.43,111.465,111.389,3865361.4257,146,111.46,34692,98738.72,9,111.465,886
2019-04-12 12:50:00,111.433,0.020168451890506298,111.4,20190412,111.45,12:50 PM,111.4,111.421,0.0199652142072502,111.4,111.445,111.39,2639452.8488,131,111.44,23689,99175.53,13,111.45,890
2019-04-12 12:51:00,111.336,0.0192804174677286,111.3,20190412,111.37,12:51 PM,111.3,111.336,0.0191871109483706,111.3,111.39,111.29,2691880.29,134,111.39,24178,23269.205,6,111.37,209
2019-04-12 12:52:00,111.308,0.019024077634349563,111.29,20190412,111.34,12:52 PM,111.28,111.303,0.01888502380080559,111.29,111.34,111.279,2310884.6715,142,111.3,20762,74688.035,12,111.295,671
2019-04-12 12:53:00,111.298,0.01893252769385698,111.35,20190412,111.35,12:53 PM,111.28,111.299,0.0188484071768584,111.35,111.35,111.27,3841385.3159,190,111.3,34514,121092.73,13,111.28,1088
2019-04-12 12:54:00,111.322,0.01915224755103908,111.31,20190412,111.35,12:54 PM,111.3,111.319,0.01903149029659473,111.32,111.35,111.3,2015100.08,120,111.35,18102,64566.88,8,111.35,580
2019-04-12 12:55:00,111.293,0.01888675272361075,111.27,20190412,111.31,12:55 PM,111.27,111.285,0.018720248993042855,111.295,111.32,111.25,2387390.8398,124,111.32,21453,26376.44,4,111.31,237
2019-04-12 12:56:00,111.277,0.01874027281882264,111.27,20190412,111.295,12:56 PM,111.27,111.279,0.018665324057121947,111.285,111.3,111.27,1836443.9026,65,111.3,16503,68101.38,9,111.295,612
2019-04-12 12:57:00,111.258,0.01856632793188677,111.265,20190412,111.285,12:57 PM,111.22,111.263,0.01851885756133294,111.27,111.29,111.22,3446478.87,204,111.29,30976,299728.01,25,111.28,2694
2019-04-12 12:58:00,111.275,0.018721962830724168,111.28,20190412,111.29,12:58 PM,111.26,111.289,0.01875686561699017,111.305,111.31,111.26,3098951.709,184,111.27,27846,45845.28,8,111.29,412
2019-04-12 12:59:00,111.288,0.0188409777533644,111.26,20190412,111.3,12:59 PM,111.26,111.283,0.018701940681069264,111.23,111.3,111.22,8455264.87,248,111.3,75980,78346.5,9,111.3,704
2019-04-12 13:00:00,111.309,0.019033232628398733,111.355,20190412,111.355,1 PM,111.29,111.302,0.018875869644818855,111.37,111.37,111.22,4193530.7844,201,111.229,37677,162511.94,8,111.29,1460
2019-04-12 13:01:00,111.297,0.01892337269980768,111.22,20190412,111.35,1:01 PM,111.22,111.303,0.01888502380080559,111.22,111.364,111.22,4497982.2406,215,111.364,40412,175848.84,21,111.35,1580
2019-04-12 13:02:00,111.232,0.0183282980866062,111.27,20190412,111.27,1:02 PM,111.205,111.228,0.01819846210179421,111.258,111.27,111.2,2874563.7565,151,111.23,25844,86872.365,10,111.215,781
2019-04-12 13:03:00,111.204,0.01807195825322704,111.23,20190412,111.235,1:03 PM,111.2,111.224,0.018161845477847025,111.23,111.25,111.2,2225933.1244,123,111.24,20013,46928.11,6,111.235,422
2019-04-12 13:04:00,111.177,0.017824773413897304,111.16,20190412,111.22,1:04 PM,111.135,111.183,0.01778652508238751,111.17,111.239,111.13,4979426.2306,214,111.239,44786,122850.375,9,111.22,1105
2019-04-12 13:05:00,111.18,0.017852238396045068,111.15,20190412,111.195,1:05 PM,111.15,111.17,0.01766752105455883,111.16,111.2,111.13,1773279.8551,91,111.17,15951,33354.0,2,111.195,300
2019-04-12 13:06:00,111.183,0.01787970337819283,111.195,20190412,111.195,1:06 PM,111.165,111.184,0.017795679238374246,111.231,111.24,111.16,2300841.11,143,111.16,20694,66710.0,4,111.165,600
2019-04-12 13:07:00,111.221,0.018227593152064448,111.21,20190412,111.25,1:07 PM,111.2,111.221,0.018134383009886568,111.22,111.25,111.19,1260912.7822,85,111.24,11337,148591.52,9,111.25,1336
2019-04-12 13:08:00,111.225,0.018264213128261386,111.21,20190412,111.25,1:08 PM,111.21,111.236,0.018271695349688845,111.2,111.26,111.2,2008034.36,132,111.23,18052,48383.1,6,111.23,435
2019-04-12 13:09:00,111.221,0.018227593152064448,111.24,20190412,111.24,1:09 PM,111.205,111.227,0.018189307945807483,111.24,111.251,111.2,2007099.656,96,111.21,18045,35813.125,5,111.205,322
2019-04-12 13:10:00,111.18,0.017852238396045068,111.165,20190412,111.235,1:10 PM,111.16,111.186,0.01781398755034797,111.16,111.24,111.16,2787425.025,125,111.24,25070,104398.56,11,111.235,939
2019-04-12 13:11:00,111.153,0.017605053556715204,111.1,20190412,111.18,1:11 PM,111.1,111.141,0.017402050530941144,111.095,111.18,111.095,2539903.375,131,111.162,22853,163506.765,16,111.17,1471
2019-04-12 13:12:00,111.052,0.016680399157740573,111.055,20190412,111.1,1:12 PM,111.03,111.052,0.01658733064811435,111.09,111.09,111.03,4350918.8898,224,111.09,39179,381574.2,36,111.1,3436
2019-04-12 13:13:00,111.107,0.017183923830449466,111.115,20190412,111.115,1:13 PM,111.105,111.126,0.01726473819113887,111.16,111.16,111.09,2257626.2313,124,111.092,20316,150549.775,9,111.105,1355
2019-04-12 13:14:00,111.18,0.017852238396045068,111.17,20190412,111.185,1:14 PM,111.17,111.173,0.01769498352251929,111.16,111.19,111.16,2944640.6319,133,111.16,26487,55590.0,4,111.185,500
2019-04-12 13:15:00,111.157,0.017641673532912138,111.165,20190412,111.165,1:15 PM,111.145,111.159,0.017566825338703875,111.16,111.18,111.13,2425825.0678,119,111.16,21823,143836.845,13,111.16,1294
2019-04-12 13:16:00,111.145,0.017531813604321083,111.17,20190412,111.17,1:16 PM,111.11,111.145,0.017438667154888333,111.18,111.189,111.11,2119307.7208,121,111.16,19068,83025.685,10,111.16,747
2019-04-12 13:17:00,111.165,0.017714913485306256,111.12,20190412,111.2,1:17 PM,111.12,111.168,0.01764921274258524,111.14,111.2,111.12,3168387.2544,188,111.18,28501,156965.32,19,111.175,1412
2019-04-12 13:18:00,111.222,0.018236748146113608,111.23,20190412,111.275,1:18 PM,111.18,111.246,0.01836323690955694,111.22,111.28,111.141,7168018.164,191,111.141,64434,87531.42,11,111.18,787
2019-04-12 13:19:00,111.279,0.018758582806921102,111.29,20190412,111.3,1:19 PM,111.25,111.285,0.018720248993042855,111.28,111.3,111.235,2600499.5891,97,111.24,23368,33383.87,4,111.25,300
2019-04-12 13:20:00,111.24,0.01840153803900019,111.24,20190412,111.255,1:20 PM,111.23,111.25,0.01839985353350426,111.24,111.3,111.22,2660313.6202,146,111.29,23913,33594.51,4,111.255,302
2019-04-12 13:21:00,111.237,0.018374073056852427,111.235,20190412,111.24,1:21 PM,111.235,111.252,0.018418161845477853,111.24,111.28,111.24,1261823.73,75,111.25,11342,667.425,2,111.24,6
2019-04-12 13:22:00,111.226,0.018273368122310674,111.195,20190412,111.245,1:22 PM,111.185,111.209,0.018024533138044748,111.2,111.25,111.163,3835703.6194,171,111.24,34491,165393.435,13,111.235,1487
2019-04-12 13:23:00,111.159,0.017659983521010728,111.11,20190412,111.23,1:23 PM,111.11,111.144,0.017429512998901598,111.1,111.23,111.1,1862670.5515,106,111.21,16759,63471.875,8,111.23,571
2019-04-12 13:24:00,111.092,0.017046598919710654,111.09,20190412,111.095,1:24 PM,111.09,111.117,0.017182350787257505,111.16,111.17,111.08,1855661.9055,109,111.106,16700,666.55,2,111.095,6
2019-04-12 13:25:00,111.162,0.017687448503158492,111.16,20190412,111.195,1:25 PM,111.16,111.182,0.017777370926400655,111.16,111.217,111.15,1621923.566,92,111.155,14588,60471.88,8,111.195,544
2019-04-12 13:26:00,111.096,0.017083218895907713,111.05,20190412,111.13,1:26 PM,111.05,111.079,0.01683449285975832,111.06,111.15,111.03,3651506.772,169,111.15,32873,54881.375,14,111.13,494
2019-04-12 13:27:00,111.1,0.017119838872104644,111.1,20190412,111.1,1:27 PM,111.1,111.11,0.01711827169534973,111.17,111.17,111.06,2098648.1306,85,111.07,18888,44440.0,1,111.1,400
2019-04-12 13:28:00,111.182,0.017870548384143533,111.185,20190412,111.185,1:28 PM,111.155,111.172,0.017685829366532426,111.181,111.192,111.15,1629450.365,100,111.17,14657,12563.62,4,111.165,113
2019-04-12 13:29:00,111.223,0.01824590314016292,111.2,20190412,111.23,1:29 PM,111.2,111.213,0.018061149761991937,111.177,111.23,111.177,2085345.65,86,111.195,18751,63619.49,5,111.23,572
2019-04-12 13:30:00,111.214,0.018163508193719625,111.21,20190412,111.215,1:30 PM,111.185,111.206,0.017997070670084294,111.21,111.215,111.185,857839.8914,50,111.19,7714,147691.975,6,111.185,1328
2019-04-12 13:31:00,111.16,0.0176691385150599,111.12,20190412,111.2,1:31 PM,111.12,111.158,0.017557671182717012,111.09,111.215,111.09,2162573.6205,116,111.21,19455,33903.97,5,111.2,305
2019-04-12 13:32:00,110.985,0.016067014556440495,110.95,20190412,111.08,1:32 PM,110.92,110.996,0.016074697912852442,110.95,111.095,110.91,9016246.5248,462,111.09,81230,130296.08,12,111.08,1174
2019-04-12 13:33:00,110.965,0.015883914675455454,110.97,20190412,110.97,1:33 PM,110.955,110.972,0.015854998169168796,110.985,111.01,110.95,3097218.9818,140,110.97,27910,110964.5,5,110.955,1000
2019-04-12 13:34:00,111.03,0.016478989288656938,111.08,20190412,111.08,1:34 PM,111.0,111.043,0.01650494324423299,111.08,111.081,110.99,2677696.1669,127,111.0,24114,161326.62,11,111.01,1453
2019-04-12 13:35:00,111.077,0.01690927400897184,111.09,20190412,111.09,1:35 PM,111.06,111.08,0.016843647015745183,111.08,111.1,111.05,2276578.3862,137,111.09,20495,33323.0,3,111.08,300
2019-04-12 13:36:00,111.15,0.01757758857456744,111.15,20190412,111.15,1:36 PM,111.12,111.139,0.017383742218967418,111.15,111.163,111.09,2553193.7372,142,111.09,22973,55908.36,3,111.12,503
2019-04-12 13:37:00,111.173,0.017788153437700245,111.2,20190412,111.2,1:37 PM,111.145,111.192,0.01786891248626875,111.23,111.23,111.146,1406462.471,68,111.16,12649,51362.125,5,111.145,462
2019-04-12 13:38:00,111.24,0.01840153803900019,111.26,20190412,111.265,1:38 PM,111.22,111.245,0.01835408275357021,111.29,111.295,111.22,3482398.0938,159,111.225,31304,215805.01,8,111.23,1940
2019-04-12 13:39:00,111.259,0.018575482925936058,111.255,20190412,111.28,1:39 PM,111.255,111.265,0.018537165873306533,111.26,111.299,111.24,2107802.2051,70,111.285,18944,67534.285,2,111.28,607
2019-04-12 13:40:00,111.226,0.018273368122310674,111.23,20190412,111.245,1:40 PM,111.225,111.249,0.0183906993775174,111.265,111.27,111.225,1957432.2762,99,111.26,17595,170286.595,6,111.245,1531
2019-04-12 13:41:00,111.22,0.01821843815801515,111.2,20190412,111.26,1:41 PM,111.2,111.202,0.017960454046136973,111.171,111.265,111.165,3675131.1081,154,111.265,33049,33810.96,4,111.26,304
2019-04-12 13:42:00,111.204,0.01807195825322704,111.225,20190412,111.225,1:42 PM,111.19,111.198,0.01792383742218966,111.21,111.23,111.17,2508737.6075,126,111.17,22561,192827.68,20,111.19,1734
2019-04-12 13:43:00,111.158,0.01765082852696143,111.16,20190412,111.19,1:43 PM,111.14,111.172,0.017685829366532426,111.18,111.22,111.14,1555193.0769,78,111.22,13989,67361.93,6,111.19,606
2019-04-12 13:44:00,111.193,0.017971253318685286,111.19,20190412,111.2,1:44 PM,111.19,111.193,0.017878066642255608,111.195,111.209,111.183,877315.5799,61,111.19,7890,33469.19,4,111.2,301
2019-04-12 13:45:00,111.211,0.018136043211571855,111.25,20190412,111.25,1:45 PM,111.2,111.222,0.018143537165873302,111.245,111.25,111.19,2091199.7789,92,111.19,18802,93417.0,10,111.2,840
2019-04-12 13:46:00,111.227,0.01828252311635997,111.205,20190412,111.25,1:46 PM,111.19,111.231,0.018225924569754668,111.205,111.26,111.183,2262670.89,119,111.25,20342,120459.15,20,111.25,1083
2019-04-12 13:47:00,111.173,0.017788153437700245,111.18,20190412,111.18,1:47 PM,111.17,111.176,0.017722445990479743,111.16,111.205,111.16,1755802.4111,88,111.2,15793,22568.04,3,111.17,203
2019-04-12 13:48:00,111.145,0.017531813604321083,111.13,20190412,111.16,1:48 PM,111.13,111.133,0.01732881728304651,111.15,111.16,111.11,1354826.375,80,111.15,12191,22229.0,2,111.16,200
2019-04-12 13:49:00,111.127,0.01736702371143451,111.1,20190412,111.16,1:49 PM,111.09,111.124,0.017246429879165144,111.11,111.165,111.09,2752660.37,167,111.16,24771,311490.3,21,111.15,2803
2019-04-12 13:50:00,111.152,0.017595898562665906,111.2,20190412,111.2,1:50 PM,111.11,111.169,0.017658366898571972,111.2,111.21,111.11,2165913.534,106,111.11,19483,211189.0,12,111.11,1900
2019-04-12 13:51:00,111.186,0.017907168360340592,111.19,20190412,111.2,1:51 PM,111.17,111.185,0.01780483339436111,111.195,111.2,111.17,2435289.805,114,111.195,21903,179009.9,14,111.19,1610
2019-04-12 13:52:00,111.195,0.01798956330678375,111.205,20190412,111.21,1:52 PM,111.19,111.199,0.017932991578176526,111.2,111.21,111.19,1225081.186,72,111.19,11017,122536.88,10,111.19,1102
2019-04-12 13:53:00,111.163,0.01769660349720766,111.15,20190412,111.2,1:53 PM,111.15,111.159,0.017566825338703875,111.13,111.2,111.13,3228386.3154,122,111.2,29043,367171.66,27,111.2,3303
2019-04-12 13:54:00,111.13,0.017394488693582268,111.13,20190412,111.13,1:54 PM,111.13,111.14,0.01739289637495428,111.155,111.155,111.12,1576853.2295,59,111.13,14188,26671.2,3,111.13,240
2019-04-12 13:55:00,111.15,0.01757758857456744,111.16,20190412,111.16,1:55 PM,111.15,111.171,0.017676675210545698,111.184,111.19,111.15,1205541.209,53,111.15,10844,11559.64,2,111.15,104
2019-04-12 13:56:00,111.159,0.017659983521010728,111.125,20190412,111.205,1:56 PM,111.125,111.176,0.017722445990479743,111.14,111.21,111.125,2259979.25,150,111.18,20328,296683.84,66,111.205,2669
