,average,changeOverTime,close,date,high,label,low,marketAverage,marketChangeOverTime,marketClose,marketHigh,marketLow,marketNotional,marketNumberOfTrades,marketOpen,marketVolume,notional,numberOfTrades,open,volume
2019-04-12 09:30:00,199.261,0.0,199.19,20190412,199.44,09:30 AM,199.09,199.193,0.0,199.164,199.44,199.02,85661335.0157,1293,199.2,430042,1665222.94,71,199.225,8357
2019-04-12 09:31:00,199.383,0.0006122623092326853,199.76,20190412,199.76,09:31 AM,199.14,199.449,0.0012851857243979467,199.75,199.78,199.09,34347895.1561,815,199.12,172214,823454.1,33,199.14,4130
2019-04-12 09:32:00,199.782,0.0026146611730344374,199.97,20190412,200.01,09:32 AM,199.61,199.852,0.003308349188977483,199.959,200.02,199.605,52490651.4023,1015,199.76,262647,632311.48,36,199.78,3165
2019-04-12 09:33:00,199.946,0.003437702310035593,199.95,20190412,200.0,09:33 AM,199.84,199.951,0.0038053546058344485,200.005,200.02,199.84,25893400.4636,711,199.96,129499,555051.57,27,199.94,2776
2019-04-12 09:34:00,200.007,0.0037438334646519356,199.95,20190412,200.14,09:34 AM,199.81,199.99,0.004001144618535777,199.95,200.14,199.8,29573135.7066,781,199.98,147873,850229.6,46,200.0,4251
2019-04-12 09:35:00,199.809,0.0027501618480284744,199.93,20190412,199.95,09:35 AM,199.7,199.847,0.0032832479052978584,199.93,200.0,199.68,22303701.9033,547,199.952,111604,363452.62,22,199.95,1819
2019-04-12 09:36:00,199.73,0.0023536969100827264,199.58,20190412,199.93,09:36 AM,199.54,199.759,0.002841465312535953,199.54,199.96,199.54,21835065.6708,561,199.95,109307,432415.43,20,199.93,2165
2019-04-12 09:37:00,199.713,0.0022683816702716445,199.56,20190412,199.81,09:37 AM,199.54,199.687,0.0024800068275491597,199.56,199.81,199.52,32234028.6073,880,199.55,161423,1378816.94,41,199.55,6904
2019-04-12 09:38:00,199.499,0.0011944133573554261,199.47,20190412,199.62,09:38 AM,199.38,199.497,0.0015261580477225708,199.52,199.64,199.37,28607511.8776,690,199.56,143398,897744.0,43,199.62,4500
2019-04-12 09:39:00,199.608,0.0017414346008501834,199.665,20190412,199.665,09:39 AM,199.53,199.615,0.002118548342562224,199.64,199.68,199.52,11327145.5728,378,199.52,56745,400813.15,21,199.53,2008
2019-04-12 09:40:00,199.667,0.002037528668429878,199.68,20190412,199.725,09:40 AM,199.55,199.657,0.0023293991254712695,199.67,199.732,199.55,12504328.5481,409,199.65,62629,290316.54,17,199.55,1454
2019-04-12 09:41:00,199.751,0.002459086323967104,199.89,20190412,199.9,09:41 AM,199.64,199.739,0.002741060177817455,199.88,199.9,199.64,19594836.5383,564,199.67,98102,580278.1,33,199.67,2905
2019-04-12 09:42:00,199.819,0.00280034728321143,199.83,20190412,199.87,09:42 AM,199.73,199.804,0.003067376865652859,199.83,199.88,199.67,11588844.2038,368,199.87,58001,558694.96,26,199.87,2796
2019-04-12 09:43:00,199.794,0.002674883695254041,199.76,20190412,199.835,09:43 AM,199.75,199.796,0.0030272148117653744,199.76,199.85,199.74,11982989.856,384,199.835,59976,259732.0,13,199.835,1300
2019-04-12 09:44:00,199.669,0.002047565755466526,199.58,20190412,199.8,09:44 AM,199.54,199.667,0.0023796016928305185,199.59,199.82,199.53,17802748.2704,437,199.77,89162,484796.56,27,199.8,2428
2019-04-12 09:45:00,199.657,0.0019873432332469226,199.69,20190412,199.7,09:45 AM,199.61,199.67,0.0023946624630382363,199.69,199.73,199.58,12616550.1846,338,199.59,63187,280118.6,15,199.62,1403
2019-04-12 09:46:00,199.672,0.0020626213860213557,199.7,20190412,199.7,09:46 AM,199.61,199.669,0.0023896422063024256,199.64,199.71,199.595,15152484.9045,491,199.68,75888,569864.44,29,199.68,2854
2019-04-12 09:47:00,199.621,0.0018066756665881113,199.63,20190412,199.685,09:47 AM,199.58,199.623,0.0021587103964495658,199.63,199.69,199.57,10239274.6913,344,199.655,51293,365306.75,20,199.685,1830
2019-04-12 09:48:00,199.455,0.0009735974425503076,199.38,20190412,199.6,09:48 AM,199.375,199.462,0.0013504490619649135,199.35,199.638,199.34,18066473.3759,587,199.638,90576,676551.16,33,199.6,3392
2019-04-12 09:49:00,199.475,0.0010739683129162186,199.53,20190412,199.545,09:49 AM,199.355,199.456,0.0013203275215493354,199.54,199.565,199.325,16933798.5813,602,199.37,84900,534393.315,27,199.355,2679
2019-04-12 09:50:00,199.771,0.002559457194333015,199.94,20190412,199.96,09:50 AM,199.54,199.764,0.00286656659621572,199.87,199.96,199.52,27145680.6359,664,199.56,135889,687413.595,37,199.56,3441
2019-04-12 09:51:00,199.926,0.0033373314396695393,199.93,20190412,199.99,09:51 AM,199.86,199.926,0.003679848187436183,199.93,199.99,199.86,14713154.6314,468,199.87,73593,815098.19,45,199.88,4077
2019-04-12 09:52:00,199.912,0.00326707183041343,199.93,20190412,199.955,09:52 AM,199.89,199.917,0.0036346658768128875,199.91,199.96,199.88,10425489.447,365,199.93,52149,499981.41,27,199.93,2501
2019-04-12 09:53:00,199.965,0.0035330546368833224,199.94,20190412,200.03,09:53 AM,199.92,199.973,0.003915800254024996,199.934,200.03,199.88,21083537.8615,559,199.91,105432,700478.25,35,199.92,3503
2019-04-12 09:54:00,199.907,0.003241979112821952,199.86,20190412,199.93,09:54 AM,199.86,199.887,0.0034840581747349977,199.86,199.93,199.83,10601420.5689,354,199.93,53037,209902.5,11,199.93,1050
2019-04-12 09:55:00,199.757,0.002489197585076906,199.735,20190412,199.86,09:55 AM,199.72,199.77,0.002896688136631298,199.82,199.87,199.66,12225949.7999,319,199.86,61200,352969.93,18,199.86,1767
2019-04-12 09:56:00,199.903,0.003221904938748656,199.85,20190412,199.95,09:56 AM,199.83,199.898,0.0035392809988302,199.86,199.96,199.83,11247032.9757,311,199.85,56264,300054.95,14,199.91,1501
2019-04-12 09:57:00,199.912,0.00326707183041343,199.92,20190412,199.96,09:57 AM,199.84,199.918,0.003639686133548841,199.96,199.97,199.83,13805536.1263,285,199.87,69056,82563.56,7,199.92,413
